Topic,Count,Name,Representation,Representative_Docs
65,70,65_program_slams_korea_his,"['program', 'slams', 'korea', 'his', 'kim', 'vows', 'boost', 'nuclear', 'japan', 'north']","['North Korea Kim Slams US - South Korea - Japan Partnership and Vows to Boost His Nuclear Program', 'North Korea Kim Slams US - South Korea - Japan Partnership and Vows to Boost His Nuclear Program', 'North Korea Kim slams US - South Korea - Japan partnership and vows to boost his nuclear program']"
66,69,66_qatar_investors_weigh_egypt,"['qatar', 'investors', 'weigh', 'egypt', 'changed', 'little', 'reconstruction', 'stalled', 'qatari', 'pushing']","['Oil Little Changed as Investors Weigh Gaza Ceasefire , Stalled Ukraine Talks', 'Oil little changed as investors weigh Gaza ceasefire , stalled Ukraine talks', 'Oil Little Changed as Investors Weigh Gaza Ceasefire , Stalled Ukraine Talks']"
67,69,67_bimstec_attend_lanka_attending,"['bimstec', 'attend', 'lanka', 'attending', 'sri', 'saarc', 'emplanes', 'transport', 'modi', 'yunus']","['PM Modi to visit Thailand , Sri Lanka next week ; attend BIMSTEC Summit', 'PM Modi to visit Thailand , Sri Lanka next week ; attend BIMSTEC Summit', 'PM Modi to visit Thailand , Sri Lanka next week ; attend BIMSTEC Summit']"
68,69,68_len_papa_xiv_barbarie,"['len', 'papa', 'xiv', 'barbarie', 'valor', 'colectivo', 'pidi', 'avanzar', 'paz', 'castigo']","['Papa León XIV pide acabar con la barbarie de Israel contra Gaza', 'Papa León XIV\xa0exige terminar la\xa0violencia en Gaza', 'Papa León XIV pide entrada de ayuda humanitaria en Gaza']"
69,68,69_indie_indija_pakistana_oznmila,"['indie', 'indija', 'pakistana', 'oznmila', 'indien', 'pakistane', 'zostrelila', 'pakistanu', 'avganistana', 'armda']","['Je , hatari ya vita vya nyuklia kati ya India na Pakistan ni ya kweli kiasi gani ? ', 'Je , hatari ya vita vya nyuklia kati ya India na Pakistan ni ya kweli kiasi gani ? ', 'Je , hatari ya vita vya nyuklia kati ya India na Pakistan ni ya kweli kiasi gani ? ']"
70,68,70_nga_tn_chin_vong,"['nga', 'tn', 'chin', 'vong', 'cng', 'ln', 'pho', 'lnh', 'thng', 'ngoi']","['Chiến sự Nga - Ukraine 11 - 6 : Nga tấn công pháo kích dồn dập ; Ukraine thương vong , thiệt hại lớn', 'Chiến sự Nga - Ukraine 11 - 6 : Nga tấn công pháo kích dồn dập ; Ukraine thương vong , thiệt hại lớn', 'Chiến sự Nga - Ukraine 11 - 6 : Nga tấn công pháo kích dồn dập ; Ukraine thương vong , thiệt hại lớn']"
71,68,71_brahma_operation_quake_442,"['brahma', 'operation', 'quake', '442', 'responder', 'earthquake', 'myanmar', 'hit', 'prefabricated', 'tonnes']","['Operation Brahma : Quake - hit Myanmar continues to receive relief aid from India', 'Operation Brahma : India continues humanitarian assistance to quake - hit Myanmar', 'Operation Brahma : India continues humanitarian assistance to quake - hit Myanmar']"
72,67,72_drones_misiles_rusos_noche,"['drones', 'misiles', 'rusos', 'noche', 'publimetro', 'lanz', 'lanza', 'ucrania', 'ataques', 'seis']","['Nueva ofensiva rusa deja seis muertos , entre ellos dos niños , tras ataques con drones en Ucrania – Publimetro Colombia', 'Rusia lanza ataque a Ucrania tras  Operación Telaraña : ofensiva se realizó con drones y misiles sobre Kiev', 'Rusia lanza ataque a Ucrania tras  Operación Telaraña : ofensiva se realizó con drones y misiles sobre Kiev']"
73,66,73_netanyahu_benjamin_arming_finish,"['netanyahu', 'benjamin', 'arming', 'finish', 'destroying', 'grinds', 'militias', 'heel', 'exile', 'implement']","['Is Benjamin Netanyahu making a mistake arming Gaza militias ? ', 'Is Benjamin Netanyahu making a mistake arming Gaza militias ? ', 'Is Benjamin Netanyahu making a mistake arming Gaza militias ? ']"
74,66,74_secourus_grce_crte_renvois,"['secourus', 'grce', 'crte', 'renvois', 'premiers', 'royaume', 'uni', 'manche', 'bateau', 'prs']","['Royaume - Uni . Les premiers renvois de migrants vers la France vont commencer lundi', 'Royaume - Uni . Les premiers renvois de migrants vers la France vont commencer lundi', 'Royaume - Uni . Les premiers renvois de migrants vers la France vont commencer lundi']"
75,66,75_sex_denied_offenders_protection,"['sex', 'denied', 'offenders', 'protection', 'change', 'law', 'refugee', 'removing', 'cooper', 'be']","['Sex offenders to be denied refugee protection in united kingdom under law change', 'Sex offenders to be denied refugee protection in united kingdom under law change', 'Sex offenders to be denied refugee protection in united kingdom under law change']"
76,65,76_rica_costa_stopover_detaining,"['rica', 'costa', 'stopover', 'detaining', 'stopovers', 'requests', 'panama', 'permits', 'joins', 'asians']","['Costa Rica joins Panama in detaining deportees from the US in stopover back to their countries', 'Costa Rica joins Panama in detaining deportees from the US in stopover back to their countries', 'Costa Rica Joins Panama in Detaining Deportees from the US In Stopover Back to Their Countries']"
77,65,77_stand_years_three_fajon,"['stand', 'years', 'three', 'fajon', 'surrounded', 'marks', 'continues', 'overshadowed', 'remembers', 'vigil']","['Germany continues to stand with Ukraine - the third anniversary of Russia full - scale invasion', 'Germany continues to stand with Ukraine - the third anniversary of Russia full - scale invasion', 'Germany continues to stand with Ukraine - the third anniversary of Russia full - scale invasion']"
78,65,78_win_believes_lost_territory,"['win', 'believes', 'lost', 'territory', 'can', 'he', 'back', 'now', 'thinks', 'all']","['Trump says he now believes Ukraine can win back all territory lost to Russia with NATO help', 'Trump says he now believes Ukraine can win back all territory lost to Russia with NATO help', 'Trump says he now believes Ukraine can win back all territory lost to Russia with NATO help']"
79,65,79_kharkiv_odesa_pummels_bangkok,"['kharkiv', 'odesa', 'pummels', 'bangkok', 'aspect', 'authorities', 'night', '213', 'lumber', 'supermarket']","['Bangkok Post - 12 killed as Russia pummels Ukraine in fresh night of strikes', 'Bangkok Post - 12 killed as Russia pummels Ukraine in fresh night of strikes', 'Bangkok Post - 12 killed as Russia pummels Ukraine in fresh night of strikes']"
80,63,80_caravana_parte_primera_hacia,"['caravana', 'parte', 'primera', 'hacia', 'migrante', 'sale', 'sur', 'mxico', 'pese', 'nueva']","['Primera caravana migrante de 2025 parte de frontera sur de México hacia EEUU', 'Primera caravana migrante de 2025 parte de frontera sur de México hacia EEUU', 'Primera caravana migrante de 2025 parte de frontera sur de México hacia EEUU']"
81,63,81_narcolancha_tensin_costas_narcos,"['narcolancha', 'tensin', 'costas', 'narcos', 'pacfico', 'caribe', 'instalaciones', 'eleva', 'venezuela', 'nicols']","['Luego de que México ayudara en rescate de sobreviviente a ataque contra narcolancha , se reúnen el canciller y Secretario de Marina con el embajador de EEUU en México ; esto acordaron en el encuentro', 'Estados Unidos ataca otra  narcolancha  en frente a las costas de\xa0Colombia', 'Estados Unidos ataca otra  narcolancha  en frente a las costas de\xa0Colombia']"
82,62,82_deportacin_deportaciones_orden_tengo,"['deportacin', 'deportaciones', 'orden', 'tengo', 'colombianos', 'proceso', 'cmo', 'acuerdos', 'unidos', 'estados']","['Escondidos en Estados Unidos tras una orden de deportación :  Aquí no tengo nada , pero allá tengo menos  | Inmigración en Estados Unidos', ' ¿ Cómo saber si tengo una orden de deportación activa en Estados Unidos ? ', 'Récord de deportaciones de colombianos desde EE . UU . en 2025 : el más alto en la última década']"
83,62,83_expanso_preocupada_ofensiva_operan,"['expanso', 'preocupada', 'ofensiva', 'operan', 'cidade', 'operaes', 'precedentes', 'plano', 'feroces', 'islmicos']","['China muito preocupada com plano de Israel de alargar ofensiva em Gaza', 'China muito preocupada com plano de Israel de alargar ofensiva em Gaza', 'China muito preocupada com plano de Israel de alargar ofensiva em Gaza']"
84,61,84_indians_ahmedabad_drives_turmoil,"['indians', 'ahmedabad', 'drives', 'turmoil', 'indian', 'gujaratis', 'drafts', 'risky', 'illegal', 'arrive']","['Deported Indian nationals from US arrive in Ahmedabad', 'Deported Indian nationals from US arrive in Ahmedabad', 'Deported Indian nationals from US arrive in Ahmedabad']"
85,61,85_abdulaziz_awared_excellent_medal,"['abdulaziz', 'awared', 'excellent', 'medal', 'class', 'enhancing', 'asim', 'munir', 'unsc', 'king']","['आसिम मुनीर को मिला सऊदी अरब का विशेष सम्मान , पवित्र मस्जिदों के संरक्षक ने दिया मेडल ऑफ एक्सीलेंट क्लास , ये है वजह | Saudi Arabia awared King Abdulaziz Medal of Excellent Class to Asim Munir for enhancing Saudi - Pakistani relations', 'आसिम मुनीर को मिला सऊदी अरब का विशेष सम्मान , पवित्र मस्जिदों के संरक्षक ने दिया मेडल ऑफ एक्सीलेंट क्लास , ये है वजह | Saudi Arabia awared King Abdulaziz Medal of Excellent Class to Asim Munir for enhancing Saudi - Pakistani relations', 'आसिम मुनीर को मिला सऊदी अरब का विशेष सम्मान , पवित्र मस्जिदों के संरक्षक ने दिया मेडल ऑफ एक्सीलेंट क्लास , ये है वजह | Saudi Arabia awared King Abdulaziz Medal of Excellent Class to Asim Munir for enhancing Saudi - Pakistani relations']"
86,61,86_frontera_mxico_polticas_qudate,"['frontera', 'mxico', 'polticas', 'qudate', 'migratorias', 'emergente', 'llegada', 'visita', 'prohibicin', 'bloquea']","['JD Vance visita este miércoles la frontera entre EU y México ; resaltará medidas migratorias de Trump', 'Intensifican redadas migratorias en EEUU :  Vamos a inundar las ciudades santuario , advierte Tom Homan , zar de la frontera de Trump | Noticias de México', 'Intensifican redadas migratorias en EEUU :  Vamos a inundar las ciudades santuario , advierte Tom Homan , zar de la frontera de Trump | Noticias de México']"
87,60,87_smugglers_gangs_smuggling_smash,"['smugglers', 'gangs', 'smuggling', 'smash', 'perilous', 'sanction', 'riders', 'smashing', 'stowaways', 'bid']","['UK PM urges nations to smash migrant smuggling gangs  once and for all  ', 'UK PM Urges Nations To Smash Migrant Smuggling Gangs  Once And For All  ', 'UK PM urges nations to smash migrant smuggling gangs  once and for all  ']"
88,60,88_izraeli_izraelit_izraelite_ndihms,"['izraeli', 'izraelit', 'izraelite', 'ndihms', 'pr', 'thirrje', 'humanitare', 'sulmet', 'ndihma', 'krkon']","['Bernie Sanders kritikon bllokadën e Izraelit në Gaza , duke bërë thirrje për ti dhënë fund ndihmës ushtarake amerikane – Balkanweb . com – News24', 'Bernie Sanders kritikon bllokadën e Izraelit në Gaza , duke bërë thirrje për ti dhënë fund ndihmës ushtarake amerikane – Balkanweb . com – News24', 'Bernie Sanders kritikon bllokadën e Izraelit në Gaza , duke bërë thirrje për ti dhënë fund ndihmës ushtarake amerikane – Balkanweb . com – News24']"
89,60,89_saudi_arabia_gcc_gulf,"['saudi', 'arabia', 'gcc', 'gulf', 'pivotal', 'mohamed', 'league', 'crown', 'morocco', 'ere']","['US State Department to Asharq Al - Awsat : Trump Visit Stresses Saudi Arabia Pivotal Role in Resolving Regional Crises', 'Trump , Gulf Leaders Laud Saudi Arabia Pivotal Regional , Global Role at GCC - USA Summit', 'Trump , Gulf Leaders Laud Saudi Arabia Pivotal Regional , Global Role at GCC - USA Summit']"
90,59,90_druze_palace_sectarian_exploiting,"['druze', 'palace', 'sectarian', 'exploiting', 'vacuum', 'presidential', 'syria', 'wary', 'modus', 'vivendi']","['Israel strikes near Syria presidential palace over threats to Druze community', 'Israel strikes near Syria presidential palace over threats to Druze community', 'Israel strikes near Syria presidential palace over threats to Druze community']"
91,59,91_iranians_tehran_deport_100,"['iranians', 'tehran', 'deport', '100', 'rare', 'begins', 'deal', 'over', 'deporting', 'hundreds']","['US To Deport Over 100 Iranians In Deal With Tehran', 'US To Deport Over 100 Iranians In Deal With Tehran', 'US To Deport Over 100 Iranians In Deal With Tehran']"
92,59,92_mike_huckabee_babies_doctors,"['mike', 'huckabee', 'babies', 'doctors', 'grave', 'militarize', 'borders', 'without', 'yeshiva', 'rooftops']","['WATCH : US Amb . Mike Huckabee :  Pressure Hamas , Not Israel , To Allow Aid Into Gaza  – The Yeshiva World', 'WATCH : US Amb . Mike Huckabee :  Pressure Hamas , Not Israel , To Allow Aid Into Gaza  – The Yeshiva World', 'WATCH : US Amb . Mike Huckabee :  Pressure Hamas , Not Israel , To Allow Aid Into Gaza  – The Yeshiva World']"
93,59,93_strategica_partenariato_firmano_strategico,"['strategica', 'partenariato', 'firmano', 'strategico', 'trattato', 'partnerschaft', 'underskriver', 'implicazioni', 'fredag', 'dellinsediamento']","['Russia e Iran firmano trattato di intesa strategica appena prima dellinsediamento di Trump', 'Russia e Iran firmano trattato di intesa strategica appena prima dellinsediamento di Trump', 'Russia e Iran firmano trattato di intesa strategica appena prima dellinsediamento di Trump']"
94,59,94_indonesia_australia_shutdown_longest,"['indonesia', 'australia', 'shutdown', 'longest', 'albanese', 'png', 'finalize', 'neighbour', 'morning', 'touts']","['Australia , Indonesia agree to sign new security treaty', 'Australia to sign a new defence and security treaty with Indonesia', 'Australia to sign a new defence and security treaty with Indonesia']"
95,59,95_airstrike_buddhist_monastery_junta,"['airstrike', 'buddhist', 'monastery', 'junta', 'rakhine', 'myanmar', 'village', '40', 'gem', 'mining']","['An army airstrike on a village in western Myanmar has killed at least 40 people , reports say', 'An army airstrike on a village in western Myanmar has killed at least 40 people , reports say', 'Army airstrike on village in western Myanmar killed at least 40 people , reports say']"
96,59,96_doors_closed_turn_life,"['doors', 'closed', 'turn', 'life', 'mourning', 'pathway', 'seekers', 'shun', 'their', 'mexico']","['With doors closed to the US , asylum - seekers turn to their Plan B : A new life in Mexico', 'With doors closed to the US , asylum - seekers turn to their Plan B : A new life in Mexico', 'With doors closed to the US , asylum - seekers turn to their Plan B : A new life in Mexico']"
97,58,97_journalists_knowing_tell_dire,"['journalists', 'knowing', 'tell', 'dire', 'story', 'conditions', 'targets', 'work', 'make', 'abc']","['Journalists work in dire conditions to tell Gaza story , knowing that could make them targets', 'Journalists work in dire conditions to tell Gaza story , knowing that could make them targets', 'Journalists work in dire conditions to tell Gaza story , knowing that could make them targets']"
98,58,98_irregulares_cuba_alcatraz_vuelo,"['irregulares', 'cuba', 'alcatraz', 'vuelo', 'cubanos', 'alligator', '232', 'devuelve', '104', '139']","['Cuba recibe 60 migrantes irregulares deportados por Estados Unidos', 'Cuba recibió a más de 50 migrantes irregulares deportados por EEUU', 'Cuba recibió a más de 50 migrantes irregulares deportados por EEUU']"
99,58,99_haiti_hati_haitilibre_alterpresse,"['haiti', 'hati', 'haitilibre', 'alterpresse', 'dominicaine', 'haitians', 'rpublique', 'haitian', 'dhaiti', 'zapping']","['Haiti - FLASH : Risk of terrorist violence « Do not travel to Haiti » - HaitiLibre . com : Haiti news 7 / 7', 'Haiti - Deportation : Dialogue between the Haitian and Dominican authorities - HaitiLibre . com : Haiti news 7 / 7', 'Haiti - Deportation : Dialogue between the Haitian and Dominican authorities - HaitiLibre . com : Haiti news 7 / 7']"
